player in NPB,G_NPB,PA_NPB,AB_NPB,R_NPB,H_NPB,2B_NPB,3B_NPB,HR_NPB,RBI_NPB,SB_NPB,CS_NPB,BB_NPB,SO_NPB,BA_NPB,OBP_NPB,SLG_NPB,OPS_NPB,TB_NPB,GDP_NPB,HBP_NPB,SH_NPB,SF_NPB,IBB_NPB,HitperABNPB,TwoBaseHitABNPB,ThreeBaseHitABNPB,HRperABNPB,StolenBasePercentageNPB,BaseOnBallPercentageNPB,StrikeoutPercentageNPB
Wilin Rosario,75,302,281,28,68,13,0,8,40,0,1,17,71,0.242,0.285,0.374,0.6579999999999999,105,12,1,0,3,0.0,0.24199288256227758,0.046263345195729534,0.0,0.028469750889679714,0.0,0.060498220640569395,0.2526690391459075
Jefry Marte,229,918,779,91,216,40,2,33,117,1,2,119,145,0.27699999999999997,0.377,0.461,0.838,359,34,11,0,9,2.0,0.2772785622593068,0.051347881899871634,0.0025673940949935813,0.04236200256739409,0.0004299226139294927,0.1527599486521181,0.18613607188703465
Yangervis Solarte,27,106,94,9,22,7,0,5,13,0,0,10,16,0.23399999999999999,0.302,0.46799999999999997,0.77,44,4,0,0,2,0.0,0.23404255319148937,0.07446808510638298,0.0,0.05319148936170213,0.0,0.10638297872340426,0.1702127659574468
Christian Villanueva,127,431,370,35,82,12,0,12,43,3,2,47,91,0.222,0.32299999999999995,0.35100000000000003,0.675,130,6,10,1,3,0.0,0.22162162162162163,0.032432432432432434,0.0,0.032432432432432434,0.0012897678417884782,0.12702702702702703,0.24594594594594596
Moises Sierra,69,241,202,20,52,8,0,4,18,2,0,28,55,0.257,0.373,0.35600000000000004,0.73,72,10,10,0,1,0.0,0.25742574257425743,0.039603960396039604,0.0,0.019801980198019802,0.0008598452278589854,0.13861386138613863,0.2722772277227723
Justin Bour,99,379,329,27,80,8,0,17,45,1,1,45,88,0.243,0.33799999999999997,0.42200000000000004,0.76,139,13,3,0,2,5.0,0.24316109422492402,0.0243161094224924,0.0,0.05167173252279635,0.0004299226139294927,0.13677811550151975,0.2674772036474164
Jerry Sands,219,864,746,94,195,36,1,39,127,3,2,110,187,0.261,0.358,0.469,0.8270000000000001,350,22,4,0,4,7.0,0.2613941018766756,0.04825737265415549,0.0013404825737265416,0.05227882037533512,0.0012897678417884782,0.14745308310991956,0.25067024128686327
Jose Pirela,99,337,316,47,84,9,2,11,34,2,3,19,53,0.266,0.312,0.41100000000000003,0.723,130,4,2,0,0,2.0,0.26582278481012656,0.028481012658227847,0.006329113924050633,0.03481012658227848,0.0008598452278589854,0.060126582278481014,0.16772151898734178
Alcides Escobar,104,402,377,27,103,14,2,1,30,6,7,13,52,0.273,0.312,0.32899999999999996,0.6409999999999999,124,9,9,1,2,6.0,0.27320954907161804,0.03713527851458886,0.005305039787798408,0.002652519893899204,0.0025795356835769563,0.034482758620689655,0.13793103448275862
Gerardo Parra,55,178,169,17,46,4,1,4,14,0,2,9,39,0.272,0.309,0.379,0.688,64,8,0,0,0,1.0,0.27218934911242604,0.023668639053254437,0.005917159763313609,0.023668639053254437,0.0,0.05325443786982249,0.23076923076923078
